date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:10	121009/121009	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2018:44:57%20GMT	https://manon.qodeinteractive.com/project-slider/	A:/portfolio/manon.qodeinteractive.com/project-slider/index.html	(from )
00:20:11	126/126	---MCZ	200	added ('OK')	text/plain	date:Wed,%2009%20Oct%202024%2003:20:03%20GMT	https://manon.qodeinteractive.com/robots.txt		(from )
00:20:12	88932/88932	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Aug%202022%2012:36:52%20GMT	https://manon.qodeinteractive.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-includes/css/dist/block-library/style.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:12	10419/10419	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:49%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.5.1	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style2ff6.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:12	230573/230573	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:49%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.5.1	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style2ff6.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:12	1091/1091	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:35%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-bar.css?ver=7.3.3	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-barba31.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:12	2226/2226	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:23%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.4	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles77e1.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:13	7504/7504	---MCZ	200	added ('OK')	text/css	etag:W/%2263c16c7d-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=6.0.9	A:/portfolio/export.qodethemes.com/_toolbar/assets/css/rbt-modulesbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:13	99657/99657	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=4.3.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.minb2f9.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:13	13825/13825	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.3.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.minb2f9.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:14	14965/14965	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:14	13677/13677	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:05:06%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:14	44829/44829	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:05:06%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:14	24598/24598	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:05:06%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:14	280263/280263	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:05:06%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:15	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:44%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/style.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/stylebfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:15	539076/539076	---MCZ	200	added ('OK')	text/css	date:Wed,%2005%20Oct%202022%2011:58:16%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/modules.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/modules.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:15	9334/9334	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/dripicons/dripicons.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/dripicons/dripiconsbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:15	21769/21769	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/elegant-icons/style.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/elegant-icons/style.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:16	35359/35359	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/font-awesome/css/fontawesome-all.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/font-awesome/css/fontawesome-all.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:16	51284/51284	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/ion-icons/css/ionicons.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/ion-icons/css/ionicons.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:16	42465/42465	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/linea-icons/style.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/linea-icons/stylebfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:16	7028/7028	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/linear-icons/style.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/linear-icons/stylebfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:16	10579/10579	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/simple-line-icons/simple-line-icons.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/framework/lib/icons-pack/simple-line-icons/simple-line-iconsbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:17	11256/11256	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:17	4186/4186	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:17	98670/98670	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/woocommerce.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/woocommerce.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:17	14251/14251	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/woocommerce-responsive.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/woocommerce-responsive.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:17	973/973	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20May%202024%2007:09:48%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/style_dynamic.css?ver=1716275388	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/style_dynamice1c2.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:18	35412/35412	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/modules-responsive.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/modules-responsive.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:18	396/396	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20May%202024%2007:09:48%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/css/style_dynamic_responsive.css?ver=1716275388	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/css/style_dynamic_responsivee1c2.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:18	10756/10756	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Jan%202022%2012:24:50%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/manon-core/core-dashboard/assets/css/core-dashboard.min.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/manon-core/core-dashboard/assets/css/core-dashboard.minbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:18	462565/462565	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:36:50%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.minf7be.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:19	74/74	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20Dec%202021%2014:05:43%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/mainbfbf.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:19	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:19	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:19	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:01%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.5	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min0660.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:19	407331/407331	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:01%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.5	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min0660.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:20	9509/9509	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:47%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.0.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mindc32.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:20	3037/3037	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:47%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.0.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min823d.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:20	50605/50605	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=4.3.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.minb2f9.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:20	70851/70851	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=4.3.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.minb2f9.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:20	810/810	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:36:50%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.10.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cartf7be.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:21	715/715	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2014:05:31%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-32x32.png	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-32x32.png	(from https://manon.qodeinteractive.com/project-slider/)
00:20:21	4250/4250	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2014:05:31%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-192x192.png	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-192x192.png	(from https://manon.qodeinteractive.com/project-slider/)
00:20:22	5819/5819	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2014:05:31%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-180x180.png	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/02/cropped-favicon-180x180.png	(from https://manon.qodeinteractive.com/project-slider/)
00:20:22	1018/1018	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2010:01:58%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/02/logo.png	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/02/logo.png	(from https://manon.qodeinteractive.com/project-slider/)
